 !
 ! Automatically generated file from inputs/mk1_data/soar/aedb_23/soar_it23_trimmed_aedb_wholeaoarange_r.aero
 ! for aero coefficient CL0
 ! do not modify its content
 !
 ! mach (-), aoa (deg), coefficient (-)
 !
 0.0000000000000000E+00 -0.5000000000000000E+01 -0.1444970000000000E+00
 0.0000000000000000E+00  0.0000000000000000E+00  0.3936840000000000E-01
 0.0000000000000000E+00  0.5000000000000000E+01  0.2141190000000000E+00
 0.0000000000000000E+00  0.1000000000000000E+02  0.3744550000000000E+00
 0.0000000000000000E+00  0.1500000000000000E+02  0.5297320000000000E+00
 0.0000000000000000E+00  0.2000000000000000E+02                     NaN
 0.0000000000000000E+00  0.2500000000000000E+02                     NaN
 0.0000000000000000E+00  0.3000000000000000E+02                     NaN
 0.0000000000000000E+00  0.3500000000000000E+02                     NaN
 0.0000000000000000E+00  0.4000000000000000E+02                     NaN
 0.0000000000000000E+00  0.4500000000000000E+02                     NaN
 0.0000000000000000E+00  0.5000000000000000E+02                     NaN
 0.0000000000000000E+00  0.5500000000000000E+02                     NaN
 0.0000000000000000E+00  0.6000000000000000E+02                     NaN
 0.0000000000000000E+00  0.6500000000000000E+02                     NaN
 0.0000000000000000E+00  0.7000000000000000E+02                     NaN
 0.5000000000000000E+00 -0.5000000000000000E+01 -0.1444970000000000E+00
 0.5000000000000000E+00  0.0000000000000000E+00  0.3936840000000000E-01
 0.5000000000000000E+00  0.5000000000000000E+01  0.2141190000000000E+00
 0.5000000000000000E+00  0.1000000000000000E+02  0.3744550000000000E+00
 0.5000000000000000E+00  0.1500000000000000E+02  0.5297320000000000E+00
 0.5000000000000000E+00  0.2000000000000000E+02                     NaN
 0.5000000000000000E+00  0.2500000000000000E+02                     NaN
 0.5000000000000000E+00  0.3000000000000000E+02                     NaN
 0.5000000000000000E+00  0.3500000000000000E+02                     NaN
 0.5000000000000000E+00  0.4000000000000000E+02                     NaN
 0.5000000000000000E+00  0.4500000000000000E+02                     NaN
 0.5000000000000000E+00  0.5000000000000000E+02                     NaN
 0.5000000000000000E+00  0.5500000000000000E+02                     NaN
 0.5000000000000000E+00  0.6000000000000000E+02                     NaN
 0.5000000000000000E+00  0.6500000000000000E+02                     NaN
 0.5000000000000000E+00  0.7000000000000000E+02                     NaN
 0.7000000000000000E+00 -0.5000000000000000E+01 -0.1498410000000000E+00
 0.7000000000000000E+00  0.0000000000000000E+00  0.4026550000000000E-01
 0.7000000000000000E+00  0.5000000000000000E+01  0.2222490000000000E+00
 0.7000000000000000E+00  0.1000000000000000E+02  0.3949130000000000E+00
 0.7000000000000000E+00  0.1500000000000000E+02  0.5641500000000000E+00
 0.7000000000000000E+00  0.2000000000000000E+02                     NaN
 0.7000000000000000E+00  0.2500000000000000E+02                     NaN
 0.7000000000000000E+00  0.3000000000000000E+02                     NaN
 0.7000000000000000E+00  0.3500000000000000E+02                     NaN
 0.7000000000000000E+00  0.4000000000000000E+02                     NaN
 0.7000000000000000E+00  0.4500000000000000E+02                     NaN
 0.7000000000000000E+00  0.5000000000000000E+02                     NaN
 0.7000000000000000E+00  0.5500000000000000E+02                     NaN
 0.7000000000000000E+00  0.6000000000000000E+02                     NaN
 0.7000000000000000E+00  0.6500000000000000E+02                     NaN
 0.7000000000000000E+00  0.7000000000000000E+02                     NaN
 0.9000000000000000E+00 -0.5000000000000000E+01 -0.2143220000000000E+00
 0.9000000000000000E+00  0.0000000000000000E+00  0.3763650000000000E-01
 0.9000000000000000E+00  0.5000000000000000E+01  0.2213960000000000E+00
 0.9000000000000000E+00  0.1000000000000000E+02  0.3910670000000000E+00
 0.9000000000000000E+00  0.1500000000000000E+02  0.5394290000000000E+00
 0.9000000000000000E+00  0.2000000000000000E+02                     NaN
 0.9000000000000000E+00  0.2500000000000000E+02                     NaN
 0.9000000000000000E+00  0.3000000000000000E+02                     NaN
 0.9000000000000000E+00  0.3500000000000000E+02                     NaN
 0.9000000000000000E+00  0.4000000000000000E+02                     NaN
 0.9000000000000000E+00  0.4500000000000000E+02                     NaN
 0.9000000000000000E+00  0.5000000000000000E+02                     NaN
 0.9000000000000000E+00  0.5500000000000000E+02                     NaN
 0.9000000000000000E+00  0.6000000000000000E+02                     NaN
 0.9000000000000000E+00  0.6500000000000000E+02                     NaN
 0.9000000000000000E+00  0.7000000000000000E+02                     NaN
 0.1200000000000000E+01 -0.5000000000000000E+01                     NaN
 0.1200000000000000E+01  0.0000000000000000E+00  0.3498280000000000E-01
 0.1200000000000000E+01  0.5000000000000000E+01  0.1911870000000000E+00
 0.1200000000000000E+01  0.1000000000000000E+02  0.3368490000000000E+00
 0.1200000000000000E+01  0.1500000000000000E+02  0.4721780000000000E+00
 0.1200000000000000E+01  0.2000000000000000E+02                     NaN
 0.1200000000000000E+01  0.2500000000000000E+02                     NaN
 0.1200000000000000E+01  0.3000000000000000E+02                     NaN
 0.1200000000000000E+01  0.3500000000000000E+02                     NaN
 0.1200000000000000E+01  0.4000000000000000E+02                     NaN
 0.1200000000000000E+01  0.4500000000000000E+02                     NaN
 0.1200000000000000E+01  0.5000000000000000E+02                     NaN
 0.1200000000000000E+01  0.5500000000000000E+02                     NaN
 0.1200000000000000E+01  0.6000000000000000E+02                     NaN
 0.1200000000000000E+01  0.6500000000000000E+02                     NaN
 0.1200000000000000E+01  0.7000000000000000E+02                     NaN
 0.1500000000000000E+01 -0.5000000000000000E+01                     NaN
 0.1500000000000000E+01  0.0000000000000000E+00 -0.5566530000000000E-02
 0.1500000000000000E+01  0.5000000000000000E+01  0.1229600000000000E+00
 0.1500000000000000E+01  0.1000000000000000E+02  0.2515610000000000E+00
 0.1500000000000000E+01  0.1500000000000000E+02  0.3860880000000000E+00
 0.1500000000000000E+01  0.2000000000000000E+02  0.5010480000000000E+00
 0.1500000000000000E+01  0.2500000000000000E+02                     NaN
 0.1500000000000000E+01  0.3000000000000000E+02                     NaN
 0.1500000000000000E+01  0.3500000000000000E+02                     NaN
 0.1500000000000000E+01  0.4000000000000000E+02                     NaN
 0.1500000000000000E+01  0.4500000000000000E+02                     NaN
 0.1500000000000000E+01  0.5000000000000000E+02                     NaN
 0.1500000000000000E+01  0.5500000000000000E+02                     NaN
 0.1500000000000000E+01  0.6000000000000000E+02                     NaN
 0.1500000000000000E+01  0.6500000000000000E+02                     NaN
 0.1500000000000000E+01  0.7000000000000000E+02                     NaN
 0.1700000000000000E+01 -0.5000000000000000E+01                     NaN
 0.1700000000000000E+01  0.0000000000000000E+00 -0.1998860000000000E-01
 0.1700000000000000E+01  0.5000000000000000E+01  0.1018590000000000E+00
 0.1700000000000000E+01  0.1000000000000000E+02  0.2265590000000000E+00
 0.1700000000000000E+01  0.1500000000000000E+02  0.3532450000000000E+00
 0.1700000000000000E+01  0.2000000000000000E+02  0.4689970000000000E+00
 0.1700000000000000E+01  0.2500000000000000E+02  0.5782690000000000E+00
 0.1700000000000000E+01  0.3000000000000000E+02  0.6852009999999999E+00
 0.1700000000000000E+01  0.3500000000000000E+02                     NaN
 0.1700000000000000E+01  0.4000000000000000E+02                     NaN
 0.1700000000000000E+01  0.4500000000000000E+02                     NaN
 0.1700000000000000E+01  0.5000000000000000E+02                     NaN
 0.1700000000000000E+01  0.5500000000000000E+02                     NaN
 0.1700000000000000E+01  0.6000000000000000E+02                     NaN
 0.1700000000000000E+01  0.6500000000000000E+02                     NaN
 0.1700000000000000E+01  0.7000000000000000E+02                     NaN
 0.2000000000000000E+01 -0.5000000000000000E+01                     NaN
 0.2000000000000000E+01  0.0000000000000000E+00 -0.3697470000000000E-01
 0.2000000000000000E+01  0.5000000000000000E+01  0.7769780000000000E-01
 0.2000000000000000E+01  0.1000000000000000E+02  0.1945140000000000E+00
 0.2000000000000000E+01  0.1500000000000000E+02  0.3131120000000000E+00
 0.2000000000000000E+01  0.2000000000000000E+02  0.4262050000000000E+00
 0.2000000000000000E+01  0.2500000000000000E+02  0.5310570000000000E+00
 0.2000000000000000E+01  0.3000000000000000E+02  0.6242020000000000E+00
 0.2000000000000000E+01  0.3500000000000000E+02  0.7032800000000000E+00
 0.2000000000000000E+01  0.4000000000000000E+02                     NaN
 0.2000000000000000E+01  0.4500000000000000E+02                     NaN
 0.2000000000000000E+01  0.5000000000000000E+02                     NaN
 0.2000000000000000E+01  0.5500000000000000E+02                     NaN
 0.2000000000000000E+01  0.6000000000000000E+02                     NaN
 0.2000000000000000E+01  0.6500000000000000E+02                     NaN
 0.2000000000000000E+01  0.7000000000000000E+02                     NaN
 0.3000000000000000E+01 -0.5000000000000000E+01                     NaN
 0.3000000000000000E+01  0.0000000000000000E+00 -0.3880000000000000E-01
 0.3000000000000000E+01  0.5000000000000000E+01  0.4416820000000000E-01
 0.3000000000000000E+01  0.1000000000000000E+02  0.1398160000000000E+00
 0.3000000000000000E+01  0.1500000000000000E+02  0.2413290000000000E+00
 0.3000000000000000E+01  0.2000000000000000E+02  0.3400160000000000E+00
 0.3000000000000000E+01  0.2500000000000000E+02  0.4346720000000000E+00
 0.3000000000000000E+01  0.3000000000000000E+02  0.5241209999999999E+00
 0.3000000000000000E+01  0.3500000000000000E+02  0.6026359999999999E+00
 0.3000000000000000E+01  0.4000000000000000E+02  0.6640730000000000E+00
 0.3000000000000000E+01  0.4500000000000000E+02  0.7036750000000001E+00
 0.3000000000000000E+01  0.5000000000000000E+02  0.7094330000000000E+00
 0.3000000000000000E+01  0.5500000000000000E+02                     NaN
 0.3000000000000000E+01  0.6000000000000000E+02                     NaN
 0.3000000000000000E+01  0.6500000000000000E+02                     NaN
 0.3000000000000000E+01  0.7000000000000000E+02                     NaN
 0.5000000000000000E+01 -0.5000000000000000E+01                     NaN
 0.5000000000000000E+01  0.0000000000000000E+00 -0.2630000000000000E-01
 0.5000000000000000E+01  0.5000000000000000E+01  0.2046240000000000E-01
 0.5000000000000000E+01  0.1000000000000000E+02  0.9696150000000001E-01
 0.5000000000000000E+01  0.1500000000000000E+02  0.1818550000000000E+00
 0.5000000000000000E+01  0.2000000000000000E+02  0.2738600000000000E+00
 0.5000000000000000E+01  0.2500000000000000E+02  0.3666760000000000E+00
 0.5000000000000000E+01  0.3000000000000000E+02  0.4557300000000000E+00
 0.5000000000000000E+01  0.3500000000000000E+02  0.5355510000000000E+00
 0.5000000000000000E+01  0.4000000000000000E+02  0.6010250000000000E+00
 0.5000000000000000E+01  0.4500000000000000E+02  0.6448140000000000E+00
 0.5000000000000000E+01  0.5000000000000000E+02  0.6627480000000000E+00
 0.5000000000000000E+01  0.5500000000000000E+02  0.6428940000000000E+00
 0.5000000000000000E+01  0.6000000000000000E+02  0.5798070000000000E+00
 0.5000000000000000E+01  0.6500000000000000E+02  0.4492680000000000E+00
 0.5000000000000000E+01  0.7000000000000000E+02  0.3518430000000000E+00
 0.9000000000000000E+01 -0.5000000000000000E+01                     NaN
 0.9000000000000000E+01  0.0000000000000000E+00 -0.3450000000000000E-01
 0.9000000000000000E+01  0.5000000000000000E+01  0.6774580000000000E-02
 0.9000000000000000E+01  0.1000000000000000E+02  0.7041799999999999E-01
 0.9000000000000000E+01  0.1500000000000000E+02  0.1469530000000000E+00
 0.9000000000000000E+01  0.2000000000000000E+02  0.2356790000000000E+00
 0.9000000000000000E+01  0.2500000000000000E+02  0.3297450000000000E+00
 0.9000000000000000E+01  0.3000000000000000E+02  0.4212130000000000E+00
 0.9000000000000000E+01  0.3500000000000000E+02  0.5036079999999999E+00
 0.9000000000000000E+01  0.4000000000000000E+02  0.5714300000000000E+00
 0.9000000000000000E+01  0.4500000000000000E+02  0.6188490000000000E+00
 0.9000000000000000E+01  0.5000000000000000E+02  0.6401690000000000E+00
 0.9000000000000000E+01  0.5500000000000000E+02  0.6280350000000000E+00
 0.9000000000000000E+01  0.6000000000000000E+02  0.5771269999999999E+00
 0.9000000000000000E+01  0.6500000000000000E+02  0.4676790000000000E+00
 0.9000000000000000E+01  0.7000000000000000E+02  0.3598250000000000E+00
