 !
 ! Automatically generated file from inputs/mk1_data/soar/aedb_23/soar_it23_trimmed_aedb_wholeaoarange_r.aero
 ! for aero coefficient CD0
 ! do not modify its content
 !
 ! mach (-), aoa (deg), coefficient (-)
 !
 0.0000000000000000E+00 -0.5000000000000000E+01  0.3405680000000000E-01
 0.0000000000000000E+00  0.0000000000000000E+00  0.2773820000000000E-01
 0.0000000000000000E+00  0.5000000000000000E+01  0.3945910000000000E-01
 0.0000000000000000E+00  0.1000000000000000E+02  0.7358720000000001E-01
 0.0000000000000000E+00  0.1500000000000000E+02  0.1299360000000000E+00
 0.0000000000000000E+00  0.2000000000000000E+02                     NaN
 0.0000000000000000E+00  0.2500000000000000E+02                     NaN
 0.0000000000000000E+00  0.3000000000000000E+02                     NaN
 0.0000000000000000E+00  0.3500000000000000E+02                     NaN
 0.0000000000000000E+00  0.4000000000000000E+02                     NaN
 0.0000000000000000E+00  0.4500000000000000E+02                     NaN
 0.0000000000000000E+00  0.5000000000000000E+02                     NaN
 0.0000000000000000E+00  0.5500000000000000E+02                     NaN
 0.0000000000000000E+00  0.6000000000000000E+02                     NaN
 0.0000000000000000E+00  0.6500000000000000E+02                     NaN
 0.0000000000000000E+00  0.7000000000000000E+02                     NaN
 0.5000000000000000E+00 -0.5000000000000000E+01  0.3405680000000000E-01
 0.5000000000000000E+00  0.0000000000000000E+00  0.2773820000000000E-01
 0.5000000000000000E+00  0.5000000000000000E+01  0.3945910000000000E-01
 0.5000000000000000E+00  0.1000000000000000E+02  0.7358720000000001E-01
 0.5000000000000000E+00  0.1500000000000000E+02  0.1299360000000000E+00
 0.5000000000000000E+00  0.2000000000000000E+02                     NaN
 0.5000000000000000E+00  0.2500000000000000E+02                     NaN
 0.5000000000000000E+00  0.3000000000000000E+02                     NaN
 0.5000000000000000E+00  0.3500000000000000E+02                     NaN
 0.5000000000000000E+00  0.4000000000000000E+02                     NaN
 0.5000000000000000E+00  0.4500000000000000E+02                     NaN
 0.5000000000000000E+00  0.5000000000000000E+02                     NaN
 0.5000000000000000E+00  0.5500000000000000E+02                     NaN
 0.5000000000000000E+00  0.6000000000000000E+02                     NaN
 0.5000000000000000E+00  0.6500000000000000E+02                     NaN
 0.5000000000000000E+00  0.7000000000000000E+02                     NaN
 0.7000000000000000E+00 -0.5000000000000000E+01  0.3504250000000000E-01
 0.7000000000000000E+00  0.0000000000000000E+00  0.2784750000000000E-01
 0.7000000000000000E+00  0.5000000000000000E+01  0.4231930000000000E-01
 0.7000000000000000E+00  0.1000000000000000E+02  0.8094160000000000E-01
 0.7000000000000000E+00  0.1500000000000000E+02  0.1531050000000000E+00
 0.7000000000000000E+00  0.2000000000000000E+02                     NaN
 0.7000000000000000E+00  0.2500000000000000E+02                     NaN
 0.7000000000000000E+00  0.3000000000000000E+02                     NaN
 0.7000000000000000E+00  0.3500000000000000E+02                     NaN
 0.7000000000000000E+00  0.4000000000000000E+02                     NaN
 0.7000000000000000E+00  0.4500000000000000E+02                     NaN
 0.7000000000000000E+00  0.5000000000000000E+02                     NaN
 0.7000000000000000E+00  0.5500000000000000E+02                     NaN
 0.7000000000000000E+00  0.6000000000000000E+02                     NaN
 0.7000000000000000E+00  0.6500000000000000E+02                     NaN
 0.7000000000000000E+00  0.7000000000000000E+02                     NaN
 0.9000000000000000E+00 -0.5000000000000000E+01  0.8996540000000000E-01
 0.9000000000000000E+00  0.0000000000000000E+00  0.3626330000000000E-01
 0.9000000000000000E+00  0.5000000000000000E+01  0.5740490000000000E-01
 0.9000000000000000E+00  0.1000000000000000E+02  0.1046360000000000E+00
 0.9000000000000000E+00  0.1500000000000000E+02  0.1772690000000000E+00
 0.9000000000000000E+00  0.2000000000000000E+02                     NaN
 0.9000000000000000E+00  0.2500000000000000E+02                     NaN
 0.9000000000000000E+00  0.3000000000000000E+02                     NaN
 0.9000000000000000E+00  0.3500000000000000E+02                     NaN
 0.9000000000000000E+00  0.4000000000000000E+02                     NaN
 0.9000000000000000E+00  0.4500000000000000E+02                     NaN
 0.9000000000000000E+00  0.5000000000000000E+02                     NaN
 0.9000000000000000E+00  0.5500000000000000E+02                     NaN
 0.9000000000000000E+00  0.6000000000000000E+02                     NaN
 0.9000000000000000E+00  0.6500000000000000E+02                     NaN
 0.9000000000000000E+00  0.7000000000000000E+02                     NaN
 0.1200000000000000E+01 -0.5000000000000000E+01                     NaN
 0.1200000000000000E+01  0.0000000000000000E+00  0.9221330000000000E-01
 0.1200000000000000E+01  0.5000000000000000E+01  0.1097220000000000E+00
 0.1200000000000000E+01  0.1000000000000000E+02  0.1507460000000000E+00
 0.1200000000000000E+01  0.1500000000000000E+02  0.2148720000000000E+00
 0.1200000000000000E+01  0.2000000000000000E+02                     NaN
 0.1200000000000000E+01  0.2500000000000000E+02                     NaN
 0.1200000000000000E+01  0.3000000000000000E+02                     NaN
 0.1200000000000000E+01  0.3500000000000000E+02                     NaN
 0.1200000000000000E+01  0.4000000000000000E+02                     NaN
 0.1200000000000000E+01  0.4500000000000000E+02                     NaN
 0.1200000000000000E+01  0.5000000000000000E+02                     NaN
 0.1200000000000000E+01  0.5500000000000000E+02                     NaN
 0.1200000000000000E+01  0.6000000000000000E+02                     NaN
 0.1200000000000000E+01  0.6500000000000000E+02                     NaN
 0.1200000000000000E+01  0.7000000000000000E+02                     NaN
 0.1500000000000000E+01 -0.5000000000000000E+01                     NaN
 0.1500000000000000E+01  0.0000000000000000E+00  0.8708370000000000E-01
 0.1500000000000000E+01  0.5000000000000000E+01  0.9575540000000000E-01
 0.1500000000000000E+01  0.1000000000000000E+02  0.1251740000000000E+00
 0.1500000000000000E+01  0.1500000000000000E+02  0.1806250000000000E+00
 0.1500000000000000E+01  0.2000000000000000E+02  0.2864430000000000E+00
 0.1500000000000000E+01  0.2500000000000000E+02                     NaN
 0.1500000000000000E+01  0.3000000000000000E+02                     NaN
 0.1500000000000000E+01  0.3500000000000000E+02                     NaN
 0.1500000000000000E+01  0.4000000000000000E+02                     NaN
 0.1500000000000000E+01  0.4500000000000000E+02                     NaN
 0.1500000000000000E+01  0.5000000000000000E+02                     NaN
 0.1500000000000000E+01  0.5500000000000000E+02                     NaN
 0.1500000000000000E+01  0.6000000000000000E+02                     NaN
 0.1500000000000000E+01  0.6500000000000000E+02                     NaN
 0.1500000000000000E+01  0.7000000000000000E+02                     NaN
 0.1700000000000000E+01 -0.5000000000000000E+01                     NaN
 0.1700000000000000E+01  0.0000000000000000E+00  0.8384720000000000E-01
 0.1700000000000000E+01  0.5000000000000000E+01  0.8877150000000000E-01
 0.1700000000000000E+01  0.1000000000000000E+02  0.1143390000000000E+00
 0.1700000000000000E+01  0.1500000000000000E+02  0.1653550000000000E+00
 0.1700000000000000E+01  0.2000000000000000E+02  0.2414170000000000E+00
 0.1700000000000000E+01  0.2500000000000000E+02  0.3408720000000000E+00
 0.1700000000000000E+01  0.3000000000000000E+02  0.4685820000000000E+00
 0.1700000000000000E+01  0.3500000000000000E+02                     NaN
 0.1700000000000000E+01  0.4000000000000000E+02                     NaN
 0.1700000000000000E+01  0.4500000000000000E+02                     NaN
 0.1700000000000000E+01  0.5000000000000000E+02                     NaN
 0.1700000000000000E+01  0.5500000000000000E+02                     NaN
 0.1700000000000000E+01  0.6000000000000000E+02                     NaN
 0.1700000000000000E+01  0.6500000000000000E+02                     NaN
 0.1700000000000000E+01  0.7000000000000000E+02                     NaN
 0.2000000000000000E+01 -0.5000000000000000E+01                     NaN
 0.2000000000000000E+01  0.0000000000000000E+00  0.8540630000000000E-01
 0.2000000000000000E+01  0.5000000000000000E+01  0.8333110000000001E-01
 0.2000000000000000E+01  0.1000000000000000E+02  0.1026230000000000E+00
 0.2000000000000000E+01  0.1500000000000000E+02  0.1491830000000000E+00
 0.2000000000000000E+01  0.2000000000000000E+02  0.2216780000000000E+00
 0.2000000000000000E+01  0.2500000000000000E+02  0.3153690000000000E+00
 0.2000000000000000E+01  0.3000000000000000E+02  0.4264830000000000E+00
 0.2000000000000000E+01  0.3500000000000000E+02  0.5619330000000000E+00
 0.2000000000000000E+01  0.4000000000000000E+02                     NaN
 0.2000000000000000E+01  0.4500000000000000E+02                     NaN
 0.2000000000000000E+01  0.5000000000000000E+02                     NaN
 0.2000000000000000E+01  0.5500000000000000E+02                     NaN
 0.2000000000000000E+01  0.6000000000000000E+02                     NaN
 0.2000000000000000E+01  0.6500000000000000E+02                     NaN
 0.2000000000000000E+01  0.7000000000000000E+02                     NaN
 0.3000000000000000E+01 -0.5000000000000000E+01                     NaN
 0.3000000000000000E+01  0.0000000000000000E+00  0.6670000000000000E-01
 0.3000000000000000E+01  0.5000000000000000E+01  0.6539840000000000E-01
 0.3000000000000000E+01  0.1000000000000000E+02  0.7754469999999999E-01
 0.3000000000000000E+01  0.1500000000000000E+02  0.1173910000000000E+00
 0.3000000000000000E+01  0.2000000000000000E+02  0.1784280000000000E+00
 0.3000000000000000E+01  0.2500000000000000E+02  0.2603060000000000E+00
 0.3000000000000000E+01  0.3000000000000000E+02  0.3637990000000000E+00
 0.3000000000000000E+01  0.3500000000000000E+02  0.4848490000000000E+00
 0.3000000000000000E+01  0.4000000000000000E+02  0.6228600000000000E+00
 0.3000000000000000E+01  0.4500000000000000E+02  0.7747520000000000E+00
 0.3000000000000000E+01  0.5000000000000000E+02  0.9328430000000000E+00
 0.3000000000000000E+01  0.5500000000000000E+02                     NaN
 0.3000000000000000E+01  0.6000000000000000E+02                     NaN
 0.3000000000000000E+01  0.6500000000000000E+02                     NaN
